,num bidders,avg rev,avg highest bid
0,2.0,3.463648704719763,6.895568972376939
1,3.0,5.024171587912512,14.940523491553895
2,4.0,9.178209423787422,25.86084426787753
3,5.0,11.816476047340789,59.05414487339506
4,6.0,9.618856091390356,42.45580446664044
5,7.0,18.436279180485872,69.55565195220636
6,8.0,15.428697223389339,52.43626944255976
7,9.0,17.162503026603414,78.94122732240555
8,10.0,15.528512868031076,60.883933570800984
9,11.0,21.3604434455252,62.39381677315278
10,12.0,20.960374542030983,148.58162501318023
11,13.0,29.430771268817008,112.5548743398467
12,14.0,21.982915639422608,53.75957916563848
13,15.0,31.892805586377374,99.86358367503767
14,16.0,49.64236096426738,250.98843950596097
15,17.0,42.19586089380773,243.97401793498696
16,18.0,31.64440031986911,64.07565715339598
17,19.0,30.311381628169023,80.33233729212743
18,20.0,45.32788662195666,499.26387538884836
