,num bidders,avg rev
0,10.0,4.564569338790065
1,20.0,6.43970802079402
2,30.0,7.826675415546402
3,40.0,9.004096206128075
4,50.0,10.201918890094204
5,60.0,11.412053468162846
6,70.0,12.044644208477816
7,80.0,13.000066992624047
8,90.0,13.516451764652219
9,100.0,14.641188108284132
10,110.0,14.971462742543
11,120.0,15.447991877529482
12,130.0,16.87658975510104
13,140.0,16.34344798175496
14,150.0,17.647697167682207
15,160.0,18.596369373012568
16,170.0,18.664746133485327
17,180.0,19.542714639499998
18,190.0,19.658584787711685
19,200.0,20.718537112565784
20,210.0,21.00703946117251
21,220.0,21.332378903488156
22,230.0,21.908601897550923
23,240.0,22.358191322539632
24,250.0,22.94762542699039
25,260.0,24.008698588676495
26,270.0,23.77729325055291
27,280.0,23.620834701260517
28,290.0,24.264743585418568
29,300.0,24.98763960862776
30,310.0,24.951972017746357
31,320.0,25.726102882769204
32,330.0,26.357674983327772
33,340.0,26.845841353296144
34,350.0,26.735218250776008
35,360.0,27.20376514719332
36,370.0,27.69138228518884
37,380.0,28.598934260549903
38,390.0,28.622381955225293
39,400.0,28.63996848250528
40,410.0,29.17480113211337
41,420.0,29.156269099922334
42,430.0,30.037584167209
43,440.0,30.518660024718024
44,450.0,30.014925808610972
45,460.0,31.840585707935524
46,470.0,31.167837967163013
47,480.0,31.080577881068738
48,490.0,32.21076911133167
49,500.0,32.084002058264225
